Star,Date,Comment,processed_text,day_of_week,is_weekend,month,가격,가능,가성비,개인,계산,고구마,고로케,구경,구매,김치,내부,느낌,다양,다음,대기,대비,대전,동네,때문,만족,만큼,매장,메뉴,메아리,명란,명물,명성,모해,무료,바게뜨,바게트,방문,베이커리,보루,보문산,본점,부추,부추빵,브리,빙수,빵집,사람,사진,샌드위치,생각,성심당,소금,소보,소보루,순수,시간,시식,실패,아침,오전,오픈,오후,와중,요즘,웨이팅,유명,음식,이번,이상,이유,입구,입장,자체,전체,정도,정신,종류,주말,주먹밥,주차,주차장,지역,직원,처음,최고,추천,취향,치즈,친절,카페,커피,퀄리티,크림,키친,튀김,튀김소보,튀김소보로,튀소,팥빙수,평일,포장,품절,필수,행복,회전
5.0,2024-11-20,"대전 용운국제수영장 대회를 마치고 천안으로 올라오면서 둥이1호가 꼭 가고 싶어하던 성심당 본점을 가보기로 했다. 위치도 잘 모르는 상황이라 일단 정오A주차장에 주차, 네이버 지도검색으로 성심당 본점을 찾아가본다. 좁은 골목으로 들어가는 많은 사람들과 차들을 보니 딱 저기가 성심당이구먼. 웨이팅 줄이 겹줄 2줄 정도면 평소 성심당 상황이라면 완전 널널한 것 같아 얼른 서보았다. 

성심당 SINCE 1956
전국적으로 유명한 빵집인 군산 이성당, 전주 풍년제과, 남원 명문제과, 대구 삼송빵집, 목포 코롬방, 마산 고려당, 천안 뚜쥬루에 이어 대전 성심당도 정복하게 되었다..ㅋㅋ 얼마나 많은 사람들이 오면 고객주차장을 지도로 안내해 놓았을까??? 어마어마한 인파를 뚫고 드디어 입장, 매장 안에 있는 사람들만 100명은 넘것다~~~

담고 담고 또 담고 끊임없이 담는 둥이1호, 다 먹을 수 있냐고 하니 두고두고 먹겠단다. 많이 담았음에도 생각보다 가격이 많이 나오지 않은 느낌, 가성비도 괜찮다는 생각이 들었다. 주변에 있는 성심당옛맛솜씨, 카페&그로서리 등도 천천히 구경을 하고, 1시간 무료주차권도 사용하면서 생각보다 기다림없이 잘 다녀왔던 대전 성심당 본점 방문기였다.",대전 용운 국제 수영장 대회 천안 성심당 본점 위치 상황 정오 주차장 주차 네이버 지도 검색 성심당 본점 골목 사람 성심당 웨이팅 정도 평소 성심당 상황 성심당 전국 유명 빵집 군산 이성당 전주 풍년제 남원 명문 제과 대구 빵집 목포 코롬방 마산 고려 천안 뚜쥬루 대전 성심당 정복 사람 고객 주차장 지도 안내 인파 입장 매장 사람 생각 가격 느낌 가성비 생각 주변 성심당 솜씨 카페 그로서리 구경 시간 무료 주차 사용 생각 대전 성심당 본점 방문기,Wednesday,False,11.0,0.08099351469640498,0.0,0.11840473580583231,0.0,0.0,0.0,0.0,0.15646350064102676,0.0,0.0,0.0,0.13546539216889103,0.0,0.0,0.0,0.0,0.2097062558812487,0.0,0.0,0.0,0.0,0.14649745123881464,0.0,0.0,0.0,0.0,0.0,0.0,0.15112332327978178,0.0,0.0,0.0,0.0,0.0,0.0,0.35521420741749693,0.0,0.0,0.0,0.0,0.20619701808475044,0.22837017939381027,0.0,0.0,0.31699740133799303,0.5236370429730838,0.0,0.0,0.0,0.0,0.1203848507682497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10991306127940573,0.09847263700140807,0.0,0.0,0.0,0.0,0.0,0.15646350064102676,0.0,0.0,0.11145298505018776,0.0,0.0,0.0,0.0,0.25935641512940194,0.29299490247762927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16277958988013405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-11-06,"태어나서 가본곳 중에 제일 기빨렸지만
저렴하고 맛도 괜찮은 편이였다

저렴하다고 막 담다 보니까 두봉지나 나와서
부띠끄는 가보지도 못했다 ㅠ 
사람이 진짜진짜 많았다 ㅋㅋ 계속 들어옴 

비가 조금 왔는데 비닐도 둘러 주심 센스 짱
메아리 너무 맛있고 대전사람들 너무 부럽다……
다음에 대전 놀러가면 또 가야지",봉지 부띠끄 사람 비닐 주심 센스 메아리 대전 사람 다음 대전,Wednesday,False,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5242225767944314,0.0,0.0,0.48495825105900137,0.0,0.0,0.0,0.0,0.0,0.0,0.4594516057390191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281196897414808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-09-18,"대전 여행의 알파이자 오메가인 성심당 본점입니다.
대전 시내에 위치해있고 기차로 온다면 도보로 금방 갈 수 있는거리고, 차를 가져온다면 주차를 하고 와야하는 곳입니다. 주차장은 있다고 하지만 다른 주차장에 주차하고 들렀습니다.

토요일 오후라 그런지 사람이 바글바글하긴 한데 금방 빠집니다. 빵은 정말 눈 돌아갈만큼 다양합니다. 괜히 빵의 성지 소리를 듣는게 아닐 정도로

DCC점을 주로 방문하는데 dcc점이 주차가 편하긴 해도 가짓수는 본점을 못따라 가는거 같습니다. 특히 본점은 케잌부띠끄나 카페같은 시설들이 주변에 밀집해있어서 이곳저곳 한번에 다 들릴 수 있다는 장점도 있네요.

맛은 뭐 당연히 보장되어 있구요. 가격이 유명 빵집 치고 꽤 저렴한게 또 큰 장점입니다. 대전을 또 오기되면 당연히 재방문 예정입니다.",대전 여행 알파 오메가 성심당 본점 대전 시내 위치 기차 도보 거리 주차 주차장 주차장 주차 토요일 오후 사람 만큼 다양 성지 소리 정도 방문 점이 주차 가짓수 본점 케잌부띠끄 카페 시설 주변 밀집 이곳저곳 장점 보장 가격 유명 빵집 장점 대전 오기 방문 예정,Wednesday,False,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38031352840050164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40356268297418446,0.0,0.0,0.20328140026592406,0.0,0.3462952258613768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4346898056486358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26011656581610004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37056660327866275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37056660327866275,0.0,0.0,0.0,0.0,0.0
4.0,2024-08-01,역시나 평일인데도 사람이 많았어요. 본점인데도 가게 내부 통로가 좁아서 이동하기 조금 불편했어요. 빵은 모든 종류가 다 있어서 모두 맛볼 수 있었어요! 거의 실패없이 다 맛났습니다. 애플 브리치즈 샌드위치는 기대에 미치진 못했어요. 튀소는 많이 사오길 잘한 듯 해요ㅎㅎ,평일 사람 가게 내부 통로 이동 불편 종류 실패 애플 브리 치즈 샌드위치 기대,Thursday,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48666744878335383,0.0,0.0,0.0,0.48666744878335383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46291194621285225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36108086758876634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4261956425213386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-08-14,"일단 대기가 길다는 것을 예상하고 가셔야 합니다 메뉴는 정말 많아서 생각하고 가셔도 좋지만 원하는 빵이 없을 수도 있으니 가서 고르시는 것도 추천드립니다 충분히 천천히 내부에서 빵을 고르실 수 있고 이곳저곳 다녀도 됩니다
따로 줄을 서며 사지 않아도 됩니다",대기 예상 메뉴 생각 추천 내부 이곳저곳,Wednesday,False,8.0,0.2461164505703612,0.0,0.1199328671210523,0.13416050710590266,0.0,0.0,0.1584828183092878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16488042298517483,0.1416084829709451,0.0,0.0,0.0,0.0,0.0,0.13721370828558171,0.13416050710590266,0.10983819590251752,0.0,0.0,0.0,0.0,0.0,0.11452376944003287,0.2257827941643932,0.5181313748824145,0.0,0.14838814709075301,0.0,0.0,0.16488042298517483,0.0,0.0,0.1044290982214981,0.0,0.0,0.0,0.21405904616705776,0.13259877543567428,0.0,0.14838814709075301,0.0,0.16488042298517483,0.24387707488748975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11133159905789618,0.09974352468398276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128913970821966,0.0,0.19732751419469247,0.0,0.0,0.13135183428691402,0.29677629418150603,0.1584828183092878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12875140942488322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-06-12,"그 유명한 대전 성심당이다 왜 유명한지 평일이고해서 찾아갔다 생각보다 평일이라 그런가 대기줄까지는 없었다 물론 내부는 손님과 직원들로 꽉차서 정신 없다

일단 빵의 종류도 생각보다 많고 다들 워낙 회전이 좋아서 그런가 상태도 매우 좋았다 이 많은 종류의 빵을 쉼 없이 만들어 대는데 맛을 유지 한다는게 놀라울 정도이다

줄줄이 줄맞춰서 빵을 주워 담고 계산하는데 그리 많은 시간이 걸리지 않는다 그만큼 일사불란하게 직원들이 잘 움직인다
맛있어 보이는 녀석으로 하나 골라서 한입베어무니까 왜 유명한지 알것만 같은 맛이다

씹히는 느낌 달은정도 모두거의 완벽에 가까운 맛이다 이렇게 종류도 많고 계속 찍어내듯이 만드는 빵이 이정도라는게 놀라울 따름이다 가격도 그렇게 막 비싼느낌은 아니다
동네에서 베이커리 간판 걸고 가격만 창궐한 곳은 반성해야한다.",유명 대전 성심당 유명 평일 생각 평일 대기 내부 직원 정신 종류 생각 회전 상태 종류 유지 정도 계산 시간 일사불란 직원 녀석 유명 느낌 완벽 종류 정도 따름 가격 느낌 동네 베이커리 간판 가격 창궐 반성,Wednesday,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35100133747124096,0.0,0.326439008824229,0.37245859244915125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5493741275024344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18761373984368607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27089176711733753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746870637512172,0.0,0.24006840588570755,0.2967005429488339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-06-04,"# 민호씨 Pick 베스트 베이커리
# 민호씨 Pick 가성비 베이커리

오로지 빵을 사기 위해 대전 오신다는 분들도 있는 정도로 국내에서 가장 유명한 빵집이에요. 당일 만든 빵은 당일에 모두 소진하는 원칙 하에 가격 대비 최상의 맛을 출력합니다. 가격은 P사의 2/3 가격이라고 생각하시면 됩니다.

최근에는 성심당급 맛있는 베이커리들 전국에 많이 생기긴 했지만, 그래도 개인적으로 여기와 군산의 x성당이 근본이라고 생각해요. 찰기나 빵의 속, 과장을 좀 보태서 빵에 사용하는 밀가루부터 다른 것 같습니다. 성심당 인기 메뉴는 아래와 같아요.

튀김소보로 종류ㆍ고로케 종류ㆍ명란바게트ㆍ순수롤ㆍ보문산메아리ㆍ오보름달ㆍ탁순희빵ㆍ토요빵ㆍ카카오순정ㆍ키다리트위스트ㆍ잠봉뵈르ㆍ부추빵 등. 그리고 달아보이는 모든 것이요!

대전에서 기원한 정체성을 유지하기 위해 프랜차이즈를 두지 않으며, 기부와 취약계층 나눔활동 등 오랜 시간 지역사회 공헌한 바는 갓나온 빵에 온기를 더합니다.

- 참고할 만한 사항
1. 노상 주차가 불가하니 자차 방문이신 분들은 ‘현대주차장’이나 ‘우리들공원주차장’을 이용하세요.

2. 망고시루 같은 케익은 여기서 팔지 않고 케익 부띠끄로 가야 살 수 있습니다.

3. 언제가도 웨이팅이 길다고 봐야 해요. 시간적 여유를 갖고 방문하세요.",민호 베스트 베이커리 민호 가성비 베이커리 대전 정도 국내 유명 빵집 당일 당일 소진 원칙 가격 대비 최상 출력 가격 가격 생각 최근 성심당 베이커리 전국 개인 군산 성당 근본 생각 찰기 과장 사용 밀가루 성심당 인기 메뉴 아래 튀김 소보 종류 고로케 종류 명란 바게트 순수 보문산 메아리 보름달 탁순희빵 토요빵 카카오 순정 키다리 트위스트 잠봉뵈르 부추빵 대전 기원 정체 유지 프랜차이즈 기부 취약 계층 활동 시간 지역 사회 공헌 온기 참고 사항 주차 불가 자차 방문 현대 주차장 공원 주차장 이용 망고 시루 케익 케익 부띠끄 웨이팅 시간 여유 방문,Tuesday,False,6.0,0.4309318930149634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3482561273994889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8324754490741759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2024-06-01,"주말 낮에 방문해서 웨이팅이 길었어요. 줄은 길지만 빠르게 줄어들어서 20-30분 정도 기다린 것 같아요. 소진된 빵이 많아서 아쉬웠고, 가게 내부에 사람이 많아 혼잡한 점이 아쉬웠어요. 그래도 빵 종류가 다양하고 저렴해서 다음에 다시 방문할 것 같아요. 사온 빵 다 맛있었습니다!",주말 방문 웨이팅 정도 소진 가게 내부 사람 혼잡 종류 다양 다음 방문,Saturday,True,6.0,0.19451103289350874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420237493808065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26766137168435605,0.0,0.0,0.0,0.28435643949277495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1571934223248958,0.0,0.0,0.0,0.0,0.28911181043860196,0.0,0.0,0.0,0.0,0.0,0.3909254497752028,0.0,0.0,0.0,0.0,0.0,0.0,0.33325813988717135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40949017698473594,0.0,0.0,0.0,0.0,0.3909254497752028,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-12-06,"성심당 빵이 계속 먹고싶었는데 임산부 프리패스로(민증,확인서 또는 산모수첩)덕분에 바깥줄 안서고 바로 입장해서 빵 샀어요~ 가격도 착하고 맛있어용",성심당 임산부 프리 패스 확인서 산모 수첩 덕분 바깥 입장 가격,Friday,False,12.0,0.28620158173207194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831828225506279,0.0,0.0,0.0,0.0,0.0,0.39952896952273514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38839272636944044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552885024617737,0.3938342561091567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2024-08-04,성심당 본점 테라스키친 방문했습니다! 금요일 오후2시쯤 갔는데도 대기 1시간 이상 걸렸습니다! 전설의팥빙수 가격이 6000원인데 비해 양 많고 정말 팥이 맛있습니다! 팥추가까지 해서 먹었네요 ㅎㅎ,성심당 본점 테라스 키친 방문 금요일 오후 대기 시간 이상 전설 팥빙수 가격 추가,Sunday,True,8.0,0.0,0.0,0.3322720606862503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961620011965444,0.0,0.0,0.0,0.0,0.4111069517373706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42724096346340174,0.0,0.0,0.5930471111532067,0.18368137699074075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378287377438051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
